Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
CASY,"Casey's General Stores, Inc. Common Stock",$681.48,14.26,2.137%,25,260,373,501,"",,,"",""
CINF,"Cincinnati Financial Corporation Common Stock",$160.73,-2.27,-1.393%,25,012,412,990,"",,,"",""
EXE,"Expand Energy Corporation Common Stock",$103.18,-4.88,-4.516%,24,804,292,467,"",,,"",""
LPLA,"LPL Financial Holdings Inc. Common Stock",$308.70,-10.52,-3.296%,24,720,751,875,"",,,"",""
RGLD,"Royal Gold, Inc. Common Stock",$288.04,2.50,0.876%,24,428,700,628,"",,,"",""
NBIS,"Nebius Group N.V. Class A Ordinary Shares",$102.58,4.66,4.759%,24,425,203,884,"",,,"",""
BTSGU,"BrightSpring Health Services, Inc. Tangible Equity Unit",$134.945,-0.415,-0.307%,24,337,640,719,"",,,"",""
EXPE,"Expedia Group, Inc. Common Stock",$198.12,-5.36,-2.634%,24,276,609,039,"",,,"",""
FCNCA,"First Citizens BancShares, Inc. Class A Common Stock",$1,981.02,-35.56,-1.763%,24,047,916,762,"",,,"",""
FLEX,"Flex Ltd. Ordinary Shares",$64.92,-0.76,-1.157%,23,869,391,146,"",,,"",""
ZS,"Zscaler, Inc. Common Stock",$149.36,-10.39,-6.504%,23,818,619,627,"",,,"",""
FOXA,"Fox Corporation Class A Common Stock",$55.98,-1.04,-1.824%,23,813,672,446,"",,,"",""
SOFI,"SoFi Technologies, Inc. Common Stock  ",$18.66,-0.36,-1.893%,23,796,423,441,"",,,"",""
WWD,"Woodward, Inc. Common Stock",$394.76,0.73,0.185%,23,533,960,446,"",,,"",""
FOX,"Fox Corporation Class B Common Stock",$51.46,-0.79,-1.512%,21,890,882,174,"",,,"",""
ALAB,"Astera Labs, Inc. Common Stock",$128.40,-1.28,-0.987%,21,855,542,185,"",,,"",""
CRDO,"Credo Technology Group Holding Ltd Ordinary Shares",$120.83,-3.23,-2.604%,21,825,730,607,"",,,"",""
FWONK,"Liberty Media Corporation Series C Liberty Formula One Common Stock",$87.17,-3.07,-3.402%,21,797,227,839,"",,,"",""
SBAC,"SBA Communications Corporation Class A Common Stock",$201.60,2.06,1.032%,21,479,848,387,"",,,"",""
JBHT,"J.B. Hunt Transport Services, Inc. Common Stock",$222.90,-7.26,-3.154%,21,224,169,323,"",,,"",""
CHRW,"C.H. Robinson Worldwide, Inc. Common Stock",$177.35,-12.71,-6.687%,21,037,404,733,"",,,"",""
CSGP,"CoStar Group, Inc. Common Stock",$49.15,-0.72,-1.444%,20,830,890,178,"",,,"",""
ENTG,"Entegris, Inc. Common Stock",$136.27,1.78,1.324%,20,713,040,000,"",,,"",""
TROW,"T. Rowe Price Group, Inc. Common Stock",$94.80,-0.58,-0.608%,20,673,311,015,"",,,"",""
PFG,"Principal Financial Group Inc Common Stock",$94.85,-0.91,-0.95%,20,566,813,124,"",,,"",""
UTHR,"United Therapeutics Corporation Common Stock",$473.43,0.01,0.002%,20,384,285,665,"",,,"",""
RVMD,"Revolution Medicines, Inc. Common Stock",$104.83,3.00,2.946%,20,265,715,158,"",,,"",""
ROIV,"Roivant Sciences Ltd. Common Shares",$28.26,1.11,4.088%,20,225,714,132,"",,,"",""
LULU,"lululemon athletica inc. Common Stock",$179.49,-7.81,-4.17%,20,136,990,459,"",,,"",""
INCY,"Incyte Corp. Common Stock",$101.05,-0.27,-0.266%,20,110,413,810,"",,,"",""
FUTU,"Futu Holdings Limited American Depositary Shares",$143.97,-11.40,-7.337%,20,044,583,607,"",,,"",""
MRNA,"Moderna, Inc. Common Stock",$50.52,0.65,1.303%,19,952,339,700,"",,,"",""
FWONA,"Liberty Media Corporation Series A Liberty Formula One Common Stock",$79.38,-2.61,-3.183%,19,849,305,333,"",,,"",""
NTAP,"NetApp, Inc. Common Stock",$99.87,-2.61,-2.547%,19,780,286,955,"",,,"",""
LI,"Li Auto Inc. American Depositary Shares",$18.67,0.39,2.133%,19,757,736,529,"",,,"",""
EXAS,"Exact Sciences Corporation Common Stock",$103.45,0.02,0.019%,19,747,385,428,"",,,"",""
VRSN,"VeriSign, Inc. Common Stock",$213.45,-2.46,-1.139%,19,573,365,000,"",,,"",""
EVRG,"Evergy, Inc. Common Stock",$82.50,2.24,2.791%,18,998,230,845,"",,,"",""
GMAB,"Genmab A/S ADS",$29.40,0.11,0.376%,18,886,091,952,"",,,"",""
ILMN,"Illumina, Inc. Common Stock",$122.90,5.23,4.445%,18,791,410,000,"",,,"",""
TEAM,"Atlassian Corporation Class A Common Stock",$71.18,-4.80,-6.317%,18,773,303,187,"",,,"",""
RIVN,"Rivian Automotive, Inc. Class A Common Stock",$15.12,-0.15,-0.982%,18,763,765,610,"",,,"",""
SMCI,"Super Micro Computer, Inc. Common Stock",$31.13,-1.29,-3.979%,18,646,540,894,"",,,"",""
MTSI,"MACOM Technology Solutions Holdings, Inc. Common Stock",$248.29,4.70,1.929%,18,624,722,031,"",,,"",""
VTRS,"Viatris Inc. Common Stock",$16.065,0.145,0.911%,18,503,182,994,"",,,"",""
LNT,"Alliant Energy Corporation Common Stock",$71.63,0.62,0.873%,18,418,997,581,"",,,"",""
CG,"The Carlyle Group Inc. Common Stock",$50.89,-2.34,-4.396%,18,341,289,633,"",,,"",""
PTC,"PTC Inc. Common Stock",$153.57,-1.59,-1.025%,18,274,233,534,"",,,"",""
NXT,"Nextpower Inc. Class A Common Stock",$120.58,1.24,1.039%,17,903,217,149,"",,,"",""
FITBM,"Fifth Third Bancorp Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series M",$26.33,-0.07,-0.265%,17,404,439,878,"",,,"",""
PODD,"Insulet Corporation Common Stock",$245.25,3.36,1.389%,17,264,581,722,"",,,"",""
BPYPM,"Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units, Series 1",$16.56,0.235,1.44%,17,215,452,252,"",,,"",""
SSNC,"SS&C Technologies Holdings, Inc. Common Stock",$70.37,-1.01,-1.415%,17,172,208,349,"",,,"",""
TLN,"Talen Energy Corporation Common Stock",$375.24,-7.01,-1.834%,17,143,900,579,"",,,"",""
FITBI,"Fifth Third Bancorp Depositary Shares",$25.82,-0.11,-0.424%,17,067,323,876,"",,,"",""
GRAB,"Grab Holdings Limited Class A Ordinary Shares",$4.15,-0.23,-5.251%,16,907,672,986,"",,,"",""
MKSI,"MKS Inc. Common Stock",$251.41,-7.86,-3.032%,16,887,077,458,"",,,"",""
BPYPP,"Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units",$16.22,-0.12,-0.734%,16,861,994,899,"",,,"",""
HOLX,"Hologic, Inc. Common Stock",$75.35,-0.08,-0.106%,16,821,503,592,"",,,"",""
HTHT,"H World Group Limited American Depositary Shares",$54.55,0.44,0.813%,16,743,526,432,"",,,"",""
CHKP,"Check Point Software Technologies Ltd. Ordinary Shares",$152.44,-6.60,-4.15%,16,519,697,646,"",,,"",""
NDSN,"Nordson Corporation Common Stock",$294.82,4.65,1.603%,16,446,120,362,"",,,"",""
COO,"The Cooper Companies, Inc. Common Stock",$83.56,-0.51,-0.607%,16,375,923,853,"",,,"",""
VNOM,"Viper Energy, Inc. Class A Common Stock",$45.49,-0.15,-0.329%,16,354,066,548,"",,,"",""
FITBP,"Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",$24.70,-0.09,-0.363%,16,326,990,694,"",,,"",""
TPG,"TPG Inc. Class A Common Stock",$43.04,-1.47,-3.303%,16,250,506,491,"",,,"",""
CDW,"CDW Corporation Common Stock",$125.53,0.89,0.714%,16,192,565,102,"",,,"",""
AFRM,"Affirm Holdings, Inc. Class A Common Stock",$47.87,-3.22,-6.303%,15,946,006,863,"",,,"",""
TRMB,"Trimble Inc. Common Stock",$66.74,-0.88,-1.301%,15,878,845,004,"",,,"",""
